Id,awards_won,first_award,,
3610,1,Oscar,,
3611,6,Grammy,,
3612,2,TVStars,,
3613,8,National Award,,
3614,1,FilmFare,,
3615,5,FilmFare,,
3616,4,Grammy,,
3617,4,Emmy,,
3618,8,IITA,,
3619,5,FilmFare,,
3620,4,CANNES,,
3621,6,National Award,,
3622,2,FilmFare,,
3623,2,TVStars,,
3624,7,TVStars,,
3625,0,IIFA,,
3626,8,IITA,,
3627,6,National Award,,
3628,8,National Award,,
3629,1,TVStars,,
3630,3,Emmy,,
3631,5,IIFA,,
3632,1,Emmy,,
3633,3,Grammy,,
3634,2,IITA,,
3635,6,FilmFare,,
3636,0,FilmFare,,
3637,2,Emmy,,
3638,5,National Award,,
3639,0,IIFA,,
3640,7,Grammy,,
3641,5,Oscar,,
3642,4,Oscar,,
3643,4,National Award,,
3644,7,Emmy,,
3645,6,TVStars,,
3646,1,Oscar,,
3647,2,National Award,,
3648,2,CANNES,,
3649,1,TVStars,,
3650,0,IIFA,,
3651,6,TVStars,,
3652,3,Grammy,,
3653,4,Grammy,,
3654,8,TVStars,,
3655,2,Oscar,,
3656,3,National Award,,
3657,0,National Award,,
3658,1,IITA,,
3659,0,CANNES,,
3660,7,FilmFare,,
3661,4,Oscar,,
3662,3,IIFA,,
3663,4,FilmFare,,
3664,2,IIFA,,
3665,6,National Award,,
3666,0,CANNES,,
3667,1,FilmFare,,
3668,1,Oscar,,
3669,5,Grammy,,
3670,0,FilmFare,,
3671,0,IITA,,
3672,5,Grammy,,
3673,6,CANNES,,
3674,5,TVStars,,
3675,2,Emmy,,
3676,8,IIFA,,
3677,1,Oscar,,
3678,5,National Award,,
3679,8,Grammy,,
3680,0,National Award,,
3681,5,IIFA,,
3682,0,CANNES,,
3683,5,National Award,,
3684,7,IIFA,,
3685,1,CANNES,,
3686,5,Oscar,,
3687,2,Oscar,,
3688,1,FilmFare,,
3689,4,CANNES,,
3690,4,IIFA,,
3691,5,CANNES,,
3692,6,Emmy,,
3693,5,IITA,,
3694,6,Oscar,,
3695,1,TVStars,,
3696,6,National Award,,
3697,6,Emmy,,
3698,7,Oscar,,
3699,5,Emmy,,
3700,4,IITA,,
3701,8,CANNES,,
3702,8,TVStars,,
3703,1,CANNES,,
3704,8,Emmy,,
3705,6,National Award,,
3706,7,IITA,,
3707,3,CANNES,,
3708,8,Grammy,,
3709,5,TVStars,,
3710,3,FilmFare,,
3711,5,IIFA,,
3712,5,CANNES,,
3713,2,CANNES,,
3714,2,CANNES,,
3715,2,Emmy,,
3716,8,Emmy,,
3717,4,Grammy,,
3718,6,CANNES,,
3719,7,National Award,,
3720,0,IITA,,
3721,5,CANNES,,
3722,6,Oscar,,
3723,6,National Award,,
3724,5,Grammy,,
3725,3,National Award,,
3726,3,FilmFare,,
3727,7,TVStars,,
3728,5,National Award,,
3729,2,FilmFare,,
3730,3,IITA,,
3731,3,FilmFare,,
3732,8,Emmy,,
3733,7,Emmy,,
3734,2,IIFA,,
3735,1,CANNES,,
3736,7,IIFA,,
3737,3,National Award,,
3738,1,FilmFare,,
3739,7,Grammy,,
3740,5,National Award,,
3741,1,CANNES,,
3742,6,Grammy,,
3743,4,National Award,,
3744,1,IITA,,
3745,5,FilmFare,,
3746,4,National Award,,
3747,4,National Award,,
3748,0,IITA,,
3749,5,IIFA,,
3750,0,TVStars,,
3751,5,IITA,,
3752,6,IITA,,
3753,7,Emmy,,
3754,1,TVStars,,
3755,4,IITA,,
3756,4,Oscar,,
3757,8,IIFA,,
3758,0,National Award,,
3759,2,FilmFare,,
3760,7,National Award,,
3761,2,FilmFare,,
3762,2,Oscar,,
3763,4,CANNES,,
3764,0,Grammy,,
3765,6,Grammy,,
3766,8,CANNES,,
3767,8,TVStars,,
3768,1,TVStars,,
3769,8,IIFA,,
3770,7,Oscar,,
3771,8,TVStars,,
3772,1,FilmFare,,
3773,1,Grammy,,
3774,8,TVStars,,
3775,0,IITA,,
3776,8,National Award,,
3777,8,Emmy,,
3778,5,CANNES,,
3779,7,Oscar,,
3780,2,National Award,,
3781,0,IIFA,,
3782,6,TVStars,,
3783,3,IITA,,
3784,3,FilmFare,,
3785,0,Oscar,,
3786,1,TVStars,,
3787,7,Grammy,,
3788,2,TVStars,,
3789,0,IIFA,,
3790,0,IITA,,
3791,1,Grammy,,
3792,7,National Award,,
3793,1,FilmFare,,
3794,2,IIFA,,
3795,2,FilmFare,,
3796,2,IIFA,,
3797,1,Emmy,,
3798,0,CANNES,,
3799,4,TVStars,,
3800,3,Oscar,,
3801,4,IIFA,,
3802,7,TVStars,,
3803,1,Oscar,,
3804,4,TVStars,,
3805,5,TVStars,,
3806,4,IIFA,,
3807,4,TVStars,,
3808,1,CANNES,,
3809,2,IITA,,
3810,2,Oscar,,
3811,6,IITA,,
3812,0,TVStars,,
3813,8,Oscar,,
3814,0,IITA,,
3815,4,FilmFare,,
3816,8,TVStars,,
3817,8,IIFA,,
3818,8,CANNES,,
3819,0,Oscar,,
3820,5,TVStars,,
3821,5,Emmy,,
3822,3,TVStars,,
3823,7,FilmFare,,
3824,4,FilmFare,,
3825,5,FilmFare,,
3826,4,Emmy,,
3827,8,National Award,,
3828,3,IITA,,
3829,6,Emmy,,
3830,4,National Award,,
3831,2,National Award,,
3832,8,FilmFare,,
3833,4,CANNES,,
3834,8,FilmFare,,
3835,4,IITA,,
3836,2,Grammy,,
3837,3,IITA,,
3838,0,IITA,,
3839,6,TVStars,,
3840,1,Grammy,,
3841,6,IITA,,
3842,1,IITA,,
3843,5,Emmy,,
3844,6,Emmy,,
3845,3,TVStars,,
3846,8,National Award,,
3847,5,FilmFare,,
3848,7,TVStars,,
3849,2,IIFA,,
3850,6,Oscar,,
3851,7,Emmy,,
3852,7,Grammy,,
3853,7,TVStars,,
3854,0,IITA,,
3855,3,CANNES,,
3856,8,Emmy,,
3857,3,IIFA,,
3858,4,Emmy,,
3859,3,IIFA,,
3860,8,IIFA,,
3861,7,Oscar,,
3862,4,Emmy,,
3863,3,National Award,,
3864,7,Grammy,,
3865,3,CANNES,,
3866,0,National Award,,
3867,8,IIFA,,
3868,6,National Award,,
3869,3,Emmy,,
3870,2,Emmy,,
3871,8,Grammy,,
3872,2,Emmy,,
3873,0,Oscar,,
3874,5,National Award,,
3875,1,Oscar,,
3876,7,Emmy,,
3877,8,IITA,,
3878,3,CANNES,,
3879,8,FilmFare,,
3880,8,Emmy,,
3881,3,CANNES,,
3882,2,IIFA,,
3883,6,Oscar,,
3884,4,National Award,,
3885,8,CANNES,,
3886,7,National Award,,
3887,2,CANNES,,
3888,7,CANNES,,
3889,3,Grammy,,
3890,6,National Award,,
3891,7,IITA,,
3892,3,National Award,,
3893,1,Grammy,,
3894,5,IITA,,
3895,6,TVStars,,
3896,7,Emmy,,
3897,7,Emmy,,
3898,6,CANNES,,
3899,8,Emmy,,
3900,0,Oscar,,
3901,3,IITA,,
3902,1,Oscar,,
3903,8,Oscar,,
3904,7,CANNES,,
3905,3,Emmy,,
3906,6,IITA,,
3907,3,IITA,,
3908,3,Emmy,,
3909,6,Oscar,,
3910,5,CANNES,,
3911,0,CANNES,,
3912,5,IITA,,
3913,7,Grammy,,
3914,6,FilmFare,,
3915,6,National Award,,
3916,0,Grammy,,
3917,0,TVStars,,
3918,7,CANNES,,
3919,1,IIFA,,
3920,4,IIFA,,
3921,8,FilmFare,,
3922,6,Oscar,,
3923,6,National Award,,
3924,8,CANNES,,
3925,1,TVStars,,
3926,3,Emmy,,
3927,5,Emmy,,
3928,6,IIFA,,
3929,8,National Award,,
3930,5,IIFA,,
3931,8,FilmFare,,
3932,0,CANNES,,
3933,6,Grammy,,
3934,0,TVStars,,
3935,5,CANNES,,
3936,2,Oscar,,
3937,5,Emmy,,
3938,3,Grammy,,
3939,8,National Award,,
3940,0,CANNES,,
3941,2,Emmy,,
3942,6,FilmFare,,
3943,0,Emmy,,
3944,4,IIFA,,
3945,4,Oscar,,
3946,3,CANNES,,
3947,3,TVStars,,
3948,5,TVStars,,
3949,4,Oscar,,
3950,0,Emmy,,
3951,1,IIFA,,
3952,0,Oscar,,
3953,4,IITA,,
3954,2,National Award,,
3955,5,IIFA,,
3956,0,Emmy,,
3957,0,IIFA,,
3958,5,Emmy,,
3959,4,Oscar,,
3960,7,FilmFare,,
3961,2,Emmy,,
3962,7,National Award,,
3963,5,IITA,,
3964,7,IITA,,
3965,5,TVStars,,
3966,5,National Award,,
3967,7,IITA,,
3968,2,Oscar,,
3969,6,IIFA,,
3970,0,IIFA,,
3971,6,Grammy,,
3972,1,National Award,,
3973,8,Oscar,,
3974,1,FilmFare,,
3975,4,Oscar,,
3976,2,National Award,,
3977,5,IIFA,,
3978,4,TVStars,,
3979,4,Grammy,,
3980,4,CANNES,,
3981,0,Grammy,,
3982,7,Emmy,,
3983,2,TVStars,,
3984,7,Emmy,,
3985,8,Emmy,,
3986,2,CANNES,,
3987,7,FilmFare,,
3988,6,Emmy,,
3989,8,IITA,,
3990,2,CANNES,,
3991,0,National Award,,
3992,1,IITA,,
3993,4,Grammy,,
3994,4,CANNES,,
3995,0,FilmFare,,
3996,0,Emmy,,
3997,8,CANNES,,
3998,4,National Award,,
3999,5,IITA,,
4000,0,Grammy,,
4001,0,Grammy,,
4002,0,TVStars,,
4003,1,CANNES,,
4004,3,Grammy,,
4005,6,Oscar,,
4006,2,CANNES,,
4007,2,Emmy,,
4008,1,IITA,,
4009,7,Grammy,,
4010,2,TVStars,,
4011,7,Grammy,,
4012,5,Emmy,,
4013,1,FilmFare,,
4014,4,TVStars,,
4015,5,Oscar,,
4016,4,National Award,,
4017,0,FilmFare,,
4018,3,CANNES,,
4019,4,IIFA,,
4020,8,National Award,,
4021,2,Emmy,,
4022,4,Emmy,,
4023,4,CANNES,,
4024,3,FilmFare,,
4025,3,Emmy,,
4026,0,Grammy,,
4027,7,Grammy,,
4028,0,IIFA,,
4029,5,National Award,,
4030,2,TVStars,,
4031,4,TVStars,,
4032,6,FilmFare,,
4033,6,FilmFare,,
4034,4,CANNES,,
4035,5,FilmFare,,
4036,8,CANNES,,
4037,3,CANNES,,
4038,3,Grammy,,
4039,4,TVStars,,
4040,3,IIFA,,
4041,7,CANNES,,
4042,5,CANNES,,
4043,7,FilmFare,,
4044,2,Emmy,,
4045,7,TVStars,,
4046,3,CANNES,,
4047,5,National Award,,
4048,7,TVStars,,
4049,4,TVStars,,
4050,1,Oscar,,
4051,0,National Award,,
4052,1,National Award,,
4053,5,Oscar,,
4054,4,Grammy,,
4055,6,Oscar,,
4056,7,IIFA,,
4057,4,National Award,,
4058,2,CANNES,,
4059,4,Emmy,,
4060,0,Emmy,,
4061,1,Grammy,,
4062,4,TVStars,,
4063,7,CANNES,,
4064,2,TVStars,,
4065,3,IIFA,,
4066,7,Oscar,,
4067,7,CANNES,,
4068,8,Grammy,,
4069,3,IITA,,
4070,2,National Award,,
4071,8,IITA,,
4072,3,National Award,,
4073,2,National Award,,
4074,8,Grammy,,
4075,5,IITA,,
4076,6,IITA,,
4077,7,IIFA,,
4078,2,CANNES,,
4079,5,Grammy,,
4080,7,IIFA,,
4081,2,IITA,,
4082,5,IITA,,
4083,1,Emmy,,
4084,0,Grammy,,
4085,2,Oscar,,
4086,3,FilmFare,,
4087,2,Emmy,,
4088,0,CANNES,,
4089,8,Oscar,,
4090,6,FilmFare,,
4091,2,IITA,,
4092,3,Oscar,,
4093,8,CANNES,,
4094,8,IIFA,,
4095,1,CANNES,,
4096,3,IITA,,
4097,5,National Award,,
4098,1,TVStars,,
4099,5,Grammy,,
4100,8,National Award,,
4101,6,Emmy,,
4102,1,CANNES,,
4103,8,Oscar,,
4104,1,IIFA,,
4105,6,IIFA,,
4106,2,FilmFare,,
4107,5,IIFA,,
4108,6,Emmy,,
4109,3,Emmy,,
4110,7,FilmFare,,
4111,0,Grammy,,
4112,4,IITA,,
4113,2,National Award,,
4114,7,Emmy,,
4115,7,FilmFare,,
4116,2,CANNES,,
4117,6,FilmFare,,
4118,3,Emmy,,
4119,0,Emmy,,
4120,0,Oscar,,
4121,5,FilmFare,,
4122,7,FilmFare,,
4123,7,TVStars,,
4124,2,Grammy,,
4125,7,Oscar,,
4126,3,CANNES,,
4127,0,TVStars,,
4128,7,IITA,,
4129,3,TVStars,,
4130,2,Oscar,,
4131,8,Grammy,,
4132,2,Oscar,,
4133,1,IITA,,
4134,2,Grammy,,
4135,1,IIFA,,
4136,7,Oscar,,
4137,0,FilmFare,,
4138,1,Oscar,,
4139,0,National Award,,
4140,8,IITA,,
4141,1,CANNES,,
4142,3,Grammy,,
4143,4,TVStars,,
4144,6,Emmy,,
4145,7,Grammy,,
4146,4,Grammy,,
4147,4,National Award,,
4148,7,IITA,,
4149,2,Oscar,,
4150,2,IIFA,,
4151,0,CANNES,,
4152,8,TVStars,,
4153,3,CANNES,,
4154,4,Emmy,,
4155,1,Grammy,,
4156,4,FilmFare,,
4157,2,Oscar,,
4158,5,CANNES,,
4159,3,National Award,,
4160,0,National Award,,
4161,7,CANNES,,
4162,3,Oscar,,
4163,1,IITA,,
4164,6,Grammy,,
4165,1,TVStars,,
4166,0,CANNES,,
4167,8,National Award,,
4168,3,Oscar,,
4169,7,TVStars,,
4170,7,CANNES,,
4171,5,IIFA,,
4172,7,Emmy,,
4173,3,IIFA,,
4174,6,FilmFare,,
4175,8,TVStars,,
4176,1,National Award,,
4177,4,Grammy,,
4178,8,TVStars,,
4179,6,National Award,,
4180,2,Emmy,,
4181,3,Emmy,,
4182,0,TVStars,,
4183,7,National Award,,
4184,0,TVStars,,
4185,2,Emmy,,
4186,0,Oscar,,
4187,4,FilmFare,,
4188,0,IIFA,,
4189,7,Grammy,,
4190,5,Emmy,,
4191,0,National Award,,
4192,1,FilmFare,,
4193,7,Oscar,,
4194,4,Emmy,,
4195,0,CANNES,,
4196,8,National Award,,
4197,4,TVStars,,
4198,8,Emmy,,
4199,3,IITA,,
4200,8,TVStars,,
4201,2,Grammy,,
4202,8,IITA,,
4203,5,IITA,,
4204,8,Oscar,,
4205,5,IITA,,
4206,6,IITA,,
4207,6,FilmFare,,
4208,4,National Award,,
4209,7,FilmFare,,
4210,4,TVStars,,
4211,8,Grammy,,
4212,4,Oscar,,
4213,3,FilmFare,,
4214,7,Emmy,,
4215,2,IITA,,
4216,5,National Award,,
4217,5,FilmFare,,
4218,4,FilmFare,,
4219,6,Emmy,,
4220,1,National Award,,
4221,1,FilmFare,,
4222,6,IIFA,,
4223,8,IITA,,
4224,2,IIFA,,
4225,7,TVStars,,
4226,2,National Award,,
4227,5,IITA,,
4228,2,Oscar,,
4229,1,Oscar,,
4230,4,IITA,,
4231,7,Grammy,,
4232,2,FilmFare,,
4233,8,CANNES,,
4234,5,Grammy,,
4235,5,Emmy,,
4236,0,IIFA,,
4237,4,FilmFare,,
4238,0,Emmy,,
4239,1,Grammy,,
4240,6,TVStars,,
4241,8,TVStars,,
4242,0,Grammy,,
4243,4,Grammy,,
4244,4,IITA,,
4245,8,TVStars,,
4246,7,IIFA,,
4247,0,IIFA,,
4248,6,FilmFare,,
4249,4,IIFA,,
4250,4,National Award,,
4251,6,FilmFare,,
4252,0,Emmy,,
4253,5,Grammy,,
4254,6,IITA,,
4255,4,IITA,,
4256,7,CANNES,,
4257,1,IITA,,
4258,7,TVStars,,
4259,7,National Award,,
4260,0,National Award,,
4261,3,TVStars,,
4262,6,CANNES,,
4263,5,FilmFare,,
4264,4,National Award,,
4265,0,FilmFare,,
4266,2,IITA,,
4267,2,FilmFare,,
4268,2,CANNES,,
4269,4,CANNES,,
4270,4,IIFA,,
4271,2,National Award,,
4272,6,Emmy,,
4273,4,TVStars,,
4274,1,FilmFare,,
4275,2,Emmy,,
4276,8,FilmFare,,
4277,1,Oscar,,
4278,3,IITA,,
4279,6,Grammy,,
4280,5,Oscar,,
4281,1,IIFA,,
4282,8,TVStars,,
4283,8,Oscar,,
4284,1,CANNES,,
4285,7,IIFA,,
4286,4,National Award,,
4287,7,Grammy,,
4288,3,National Award,,
4289,2,Emmy,,
4290,6,Grammy,,
4291,1,IITA,,
4292,5,National Award,,
4293,1,Emmy,,
4294,7,National Award,,
4295,5,IITA,,
4296,8,IITA,,
4297,8,Emmy,,
4298,3,IIFA,,
4299,8,IITA,,
4300,4,Oscar,,
4301,4,IITA,,
4302,8,IIFA,,
4303,1,TVStars,,
4304,4,CANNES,,
4305,3,Grammy,,
4306,6,IIFA,,
4307,4,Grammy,,
4308,0,IIFA,,
4309,4,Emmy,,
4310,1,IITA,,
4311,0,CANNES,,
4312,1,IIFA,,
4313,0,IIFA,,
4314,5,FilmFare,,
4315,0,National Award,,
4316,3,Emmy,,
4317,6,IITA,,
4318,7,National Award,,
4319,4,Emmy,,
4320,4,IIFA,,
4321,2,CANNES,,
4322,8,TVStars,,
4323,2,Grammy,,
4324,8,IITA,,
4325,2,FilmFare,,
4326,7,IIFA,,
4327,0,TVStars,,
4328,1,National Award,,
4329,0,TVStars,,
4330,5,Grammy,,
4331,6,IITA,,
4332,8,IITA,,
4333,4,CANNES,,
4334,1,Emmy,,
4335,2,FilmFare,,
4336,2,FilmFare,,
4337,8,National Award,,
4338,0,Oscar,,
4339,7,TVStars,,
4340,3,TVStars,,
4341,7,CANNES,,
4342,4,Grammy,,
4343,8,TVStars,,
4344,4,Oscar,,
4345,6,IITA,,
4346,2,Oscar,,
4347,4,Grammy,,
4348,5,Emmy,,
4349,2,Grammy,,
4350,5,TVStars,,
4351,5,Oscar,,
4352,0,Emmy,,
4353,5,Grammy,,
4354,4,Emmy,,
4355,8,Oscar,,
4356,7,FilmFare,,
4357,3,FilmFare,,
4358,5,Grammy,,
4359,1,FilmFare,,
4360,3,IITA,,
4361,2,FilmFare,,
4362,3,Grammy,,
4363,8,Emmy,,
4364,4,FilmFare,,
4365,8,TVStars,,
4366,5,Oscar,,
4367,0,Emmy,,
4368,4,FilmFare,,
4369,4,Oscar,,
4370,6,IIFA,,
4371,0,TVStars,,
4372,6,Emmy,,
4373,6,FilmFare,,
4374,2,Grammy,,
4375,5,Grammy,,
4376,0,FilmFare,,
4377,3,Grammy,,
4378,3,FilmFare,,
4379,2,TVStars,,
4380,5,FilmFare,,
4381,0,Emmy,,
4382,7,IITA,,
4383,4,National Award,,
4384,4,National Award,,
4385,2,FilmFare,,
4386,8,IITA,,
4387,7,TVStars,,
4388,5,Oscar,,
4389,7,TVStars,,
4390,5,IITA,,
4391,1,National Award,,
4392,6,IITA,,
4393,6,TVStars,,
4394,4,National Award,,
4395,0,Oscar,,
4396,6,Emmy,,
4397,1,FilmFare,,
4398,0,TVStars,,
4399,3,Grammy,,
4400,0,CANNES,,
4401,8,IIFA,,
4402,8,Grammy,,
4403,2,IITA,,
4404,2,Emmy,,
4405,8,FilmFare,,
4406,7,CANNES,,
4407,7,Emmy,,
4408,0,Emmy,,
4409,7,TVStars,,
4410,7,Emmy,,
4411,6,IITA,,
4412,2,IIFA,,
4413,8,IITA,,
4414,0,Emmy,,
4415,3,IIFA,,
4416,4,FilmFare,,
4417,7,FilmFare,,
4418,4,IIFA,,
4419,6,CANNES,,
4420,3,Emmy,,
4421,8,Oscar,,
4422,2,FilmFare,,
4423,8,IITA,,
4424,1,Oscar,,
4425,0,Oscar,,
4426,8,FilmFare,,
4427,4,IITA,,
4428,6,Oscar,,
4429,7,FilmFare,,
4430,5,Emmy,,
4431,4,IITA,,
4432,4,CANNES,,
4433,2,TVStars,,
4434,5,National Award,,
4435,5,CANNES,,
4436,6,Emmy,,
4437,3,FilmFare,,
4438,2,Emmy,,
4439,7,Grammy,,
4440,3,IIFA,,
4441,8,Grammy,,
4442,3,TVStars,,
4443,0,IITA,,
4444,6,CANNES,,
4445,2,Oscar,,
4446,7,IIFA,,
4447,1,CANNES,,
4448,4,FilmFare,,
4449,0,FilmFare,,
4450,4,IITA,,
4451,0,FilmFare,,
4452,7,TVStars,,
4453,2,Oscar,,
4454,0,Oscar,,
4455,2,National Award,,
4456,5,IITA,,
4457,4,TVStars,,
4458,4,Emmy,,
4459,3,CANNES,,
4460,2,FilmFare,,
4461,6,TVStars,,
4462,8,IIFA,,
4463,2,TVStars,,
4464,5,IITA,,
4465,7,IITA,,
4466,1,Oscar,,
4467,6,Oscar,,
4468,8,Emmy,,
4469,8,National Award,,
4470,1,Emmy,,
4471,5,IITA,,
4472,7,Grammy,,
4473,4,IITA,,
4474,4,Oscar,,
4475,5,IIFA,,
4476,7,CANNES,,
4477,3,IITA,,
4478,5,TVStars,,
4479,7,FilmFare,,
4480,4,FilmFare,,
4481,0,TVStars,,
4482,4,Emmy,,
4483,6,IIFA,,
4484,0,Emmy,,
4485,7,CANNES,,
4486,4,Grammy,,
4487,4,National Award,,
4488,1,Emmy,,
4489,2,TVStars,,
4490,5,IIFA,,
4491,7,IIFA,,
4492,8,National Award,,
4493,1,IITA,,
4494,0,Oscar,,
4495,8,CANNES,,
4496,0,IITA,,
4497,7,Oscar,,
4498,5,Oscar,,
4499,5,IITA,,
4500,3,CANNES,,
4501,5,IITA,,
4502,5,Oscar,,
4503,5,IIFA,,
4504,5,Oscar,,
4505,1,IITA,,
4506,4,Emmy,,
4507,0,National Award,,
4508,6,IIFA,,
4509,5,Emmy,,
4510,0,CANNES,,
4511,4,National Award,,
4512,2,TVStars,,
4513,1,IITA,,
4514,0,IITA,,
4515,4,FilmFare,,
4516,1,IIFA,,
4517,0,Oscar,,
4518,0,National Award,,
4519,4,Oscar,,
4520,5,Oscar,,
4521,0,FilmFare,,
4522,2,IIFA,,
4523,8,IIFA,,
4524,0,CANNES,,
4525,4,National Award,,
4526,7,FilmFare,,
4527,7,Grammy,,
4528,6,Emmy,,
4529,8,CANNES,,
4530,7,IIFA,,
4531,7,Grammy,,
4532,3,Oscar,,
4533,4,Grammy,,
4534,6,FilmFare,,
4535,1,Emmy,,
4536,0,Oscar,,
4537,1,Oscar,,
4538,5,Emmy,,
4539,8,TVStars,,
4540,2,FilmFare,,
4541,4,FilmFare,,
4542,1,Emmy,,
4543,7,Oscar,,
4544,4,National Award,,
4545,1,National Award,,
4546,1,Oscar,,
4547,7,CANNES,,
4548,6,IIFA,,
4549,6,Emmy,,
4550,0,IITA,,
4551,2,Emmy,,
4552,4,Grammy,,
4553,1,Emmy,,
4554,5,IITA,,
4555,8,FilmFare,,
4556,5,National Award,,
4557,0,FilmFare,,
4558,2,IITA,,
4559,1,IITA,,
4560,3,IITA,,
4561,8,Grammy,,
4562,5,CANNES,,
4563,4,Emmy,,
4564,5,CANNES,,
4565,5,Grammy,,
4566,0,FilmFare,,
4567,8,CANNES,,
4568,4,National Award,,
4569,5,National Award,,
4570,6,TVStars,,
4571,5,TVStars,,
4572,7,Emmy,,
4573,6,CANNES,,
4574,8,Oscar,,
4575,8,Oscar,,
4576,6,TVStars,,
4577,1,Emmy,,
4578,4,FilmFare,,
4579,8,Emmy,,
4580,4,National Award,,
4581,7,Grammy,,
4582,1,Oscar,,
4583,1,Oscar,,
4584,3,CANNES,,
4585,2,FilmFare,,
4586,7,TVStars,,
4587,8,IITA,,
4588,0,TVStars,,
4589,7,IIFA,,
4590,2,IIFA,,
4591,3,IIFA,,
4592,7,IITA,,
4593,0,Emmy,,
4594,1,Oscar,,
4595,8,FilmFare,,
4596,3,FilmFare,,
4597,1,FilmFare,,
4598,3,IIFA,,
4599,8,Oscar,,
4600,0,IITA,,
4601,8,IITA,,
4602,5,Grammy,,
4603,6,IIFA,,
4604,2,IIFA,,
4605,0,Grammy,,
4606,8,Grammy,,
4607,6,CANNES,,
4608,2,Emmy,,
4609,2,Oscar,,
4610,3,Oscar,,
4611,8,Emmy,,
4612,8,IITA,,
4613,7,FilmFare,,
4614,0,National Award,,
4615,7,Grammy,,
4616,7,IIFA,,
4617,6,TVStars,,
4618,4,National Award,,
4619,3,Grammy,,
4620,1,Grammy,,
4621,1,CANNES,,
4622,4,National Award,,
4623,5,Grammy,,
4624,0,National Award,,
4625,0,IITA,,
4626,3,IIFA,,
4627,3,IITA,,
4628,2,IIFA,,
4629,7,National Award,,
4630,8,CANNES,,
4631,1,Grammy,,
4632,3,TVStars,,
4633,1,CANNES,,
4634,3,Emmy,,
4635,7,CANNES,,
4636,7,Emmy,,
4637,6,Emmy,,
4638,6,Emmy,,
4639,1,IITA,,
4640,0,IITA,,
4641,2,Oscar,,
4642,4,FilmFare,,
4643,2,FilmFare,,
4644,1,Oscar,,
4645,7,IITA,,
4646,5,Emmy,,
4647,8,CANNES,,
4648,1,TVStars,,
4649,3,National Award,,
4650,4,IITA,,
4651,6,National Award,,
4652,7,Grammy,,
4653,8,National Award,,
4654,7,FilmFare,,
4655,2,IIFA,,
4656,8,IIFA,,
4657,4,National Award,,
4658,8,TVStars,,
4659,2,TVStars,,
4660,7,Oscar,,
4661,5,Emmy,,
4662,5,IITA,,
4663,3,FilmFare,,
4664,8,CANNES,,
4665,8,FilmFare,,
4666,0,Grammy,,
4667,3,Emmy,,
4668,8,IIFA,,
4669,1,Grammy,,
4670,0,TVStars,,
4671,5,Oscar,,
4672,1,IITA,,
4673,1,FilmFare,,
4674,5,CANNES,,
4675,4,TVStars,,
4676,0,Emmy,,
4677,5,National Award,,
4678,1,IITA,,
4679,1,Emmy,,
4680,7,IIFA,,
4681,3,National Award,,
4682,5,Emmy,,
4683,1,IIFA,,
4684,0,IITA,,
4685,6,IIFA,,
4686,0,TVStars,,
4687,8,Grammy,,
4688,4,IITA,,
4689,3,CANNES,,
4690,2,CANNES,,
4691,7,Emmy,,
4692,2,FilmFare,,
4693,5,FilmFare,,
4694,1,IIFA,,
4695,2,CANNES,,
4696,5,IITA,,
4697,8,FilmFare,,
4698,6,Grammy,,
4699,3,Grammy,,
4700,6,National Award,,
4701,8,National Award,,
4702,3,Emmy,,
4703,1,National Award,,
4704,7,TVStars,,
4705,0,TVStars,,
4706,0,TVStars,,
4707,7,Grammy,,
4708,2,IITA,,
4709,1,IIFA,,
4710,2,IITA,,
4711,6,TVStars,,
4712,6,Emmy,,
4713,8,IITA,,
4714,4,Emmy,,
4715,1,Grammy,,
4716,4,Oscar,,
4717,0,TVStars,,
4718,1,Oscar,,
4719,5,CANNES,,
4720,6,CANNES,,
4721,2,IITA,,
4722,3,CANNES,,
4723,5,TVStars,,
4724,5,Emmy,,
4725,3,IITA,,
4726,7,TVStars,,
4727,2,FilmFare,,
4728,6,Emmy,,
4729,3,Grammy,,
4730,4,Oscar,,
4731,5,Oscar,,
4732,6,CANNES,,
4733,6,Oscar,,
4734,3,Grammy,,
4735,7,Emmy,,
4736,6,Emmy,,
4737,1,FilmFare,,
4738,7,CANNES,,
4739,1,Grammy,,
4740,5,Emmy,,
4741,7,TVStars,,
4742,5,TVStars,,
4743,1,Grammy,,
4744,0,IIFA,,
4745,2,National Award,,
4746,5,IITA,,
4747,6,IIFA,,
4748,6,IITA,,
4749,2,IITA,,
4750,2,CANNES,,
4751,0,CANNES,,
4752,2,National Award,,
4753,2,TVStars,,
4754,0,IITA,,
4755,7,Grammy,,
4756,6,Grammy,,
4757,1,FilmFare,,
4758,3,FilmFare,,
4759,0,Emmy,,
4760,7,IITA,,
4761,6,Oscar,,
4762,3,National Award,,
4763,8,Oscar,,
4764,2,TVStars,,
4765,0,National Award,,
4766,0,CANNES,,
4767,6,IIFA,,
4768,5,IITA,,
4769,1,CANNES,,
4770,8,TVStars,,
4771,1,TVStars,,
4772,7,CANNES,,
4773,4,FilmFare,,
4774,1,IIFA,,
4775,6,CANNES,,
4776,5,IITA,,
4777,5,Oscar,,
4778,7,FilmFare,,
4779,1,FilmFare,,
4780,3,IITA,,
4781,3,Oscar,,
4782,5,Oscar,,
4783,3,IITA,,
4784,3,IIFA,,
4785,6,National Award,,
4786,3,FilmFare,,
